Provincias;Ramas de actividad;Magnitud;periodo;Total
42 Soria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;7,5
42 Soria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;7,4
42 Soria;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);7,5
42 Soria;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;7,3
42 Soria;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;7,2
42 Soria;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;7,2
42 Soria;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);7,3
42 Soria;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;7,1
42 Soria;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;7,0
42 Soria;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;7,0
42 Soria;F. Construcción;Empleo total (miles de personas);2021(P);2,9
42 Soria;F. Construcción;Empleo total (miles de personas);2020;2,6
42 Soria;F. Construcción;Empleo total (miles de personas);2019;2,9
42 Soria;F. Construcción;Empleo total (miles de personas);2018;2,8
42 Soria;F. Construcción;Empleo asalariado (miles de personas);2021(P);2,5
42 Soria;F. Construcción;Empleo asalariado (miles de personas);2020;2,2
42 Soria;F. Construcción;Empleo asalariado (miles de personas);2019;2,5
42 Soria;F. Construcción;Empleo asalariado (miles de personas);2018;2,3
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);9,9
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;9,9
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;10,5
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;9,8
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);7,3
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;7,1
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;7,9
42 Soria;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;7,2
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);3,6
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;3,4
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;3,5
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;3,4
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);3,0
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;2,8
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;2,9
42 Soria;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;2,8
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);12,6
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;12,5
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;12,7
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;12,6
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);11,9
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;11,6
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;12,0
42 Soria;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;11,8
42 Soria;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);41,0
42 Soria;TOTAL PERSONAS;Empleo total (miles de personas);2020;40,4
42 Soria;TOTAL PERSONAS;Empleo total (miles de personas);2019;41,4
42 Soria;TOTAL PERSONAS;Empleo total (miles de personas);2018;41,4
42 Soria;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);34,0
42 Soria;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;33,0
42 Soria;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;34,5
42 Soria;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;33,7
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);324,9
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2020;318,6
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2019;337,7
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2018;333,4
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);278,3
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;274,3
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;291,3
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;285,7
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);12,6
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;13,2
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;16,4
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;16,6
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);6,8
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;7,2
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;9,0
43 Tarragona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;9,2
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);46,3
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;47,0
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;48,4
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;48,9
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);44,5
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;45,3
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;46,9
43 Tarragona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;47,1
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);40,4
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;41,2
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;42,7
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;43,4
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);38,7
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;39,6
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;41,2
43 Tarragona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;41,7
43 Tarragona;F. Construcción;Empleo total (miles de personas);2021(P);23,4
43 Tarragona;F. Construcción;Empleo total (miles de personas);2020;21,1
43 Tarragona;F. Construcción;Empleo total (miles de personas);2019;23,2
43 Tarragona;F. Construcción;Empleo total (miles de personas);2018;22,6
43 Tarragona;F. Construcción;Empleo asalariado (miles de personas);2021(P);19,3
43 Tarragona;F. Construcción;Empleo asalariado (miles de personas);2020;17,6
43 Tarragona;F. Construcción;Empleo asalariado (miles de personas);2019;20,6
43 Tarragona;F. Construcción;Empleo asalariado (miles de personas);2018;18,6
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);94,7
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;93,5
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;104,7
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;103,6
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);75,3
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;74,4
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;83,4
43 Tarragona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;82,9
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);45,5
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;42,7
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;43,2
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;42,8
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);37,9
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;36,2
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;37,0
43 Tarragona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;36,4
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);102,4
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;101,1
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;101,8
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;98,9
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);94,5
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;93,6
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;94,4
43 Tarragona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;91,5
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);324,9
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2020;318,6
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2019;337,7
43 Tarragona;TOTAL PERSONAS;Empleo total (miles de personas);2018;333,4
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);278,3
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;274,3
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;291,3
43 Tarragona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;285,7
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);56,7
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2020;56,7
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2019;57,3
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2018;56,1
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);45,9
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;46,1
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;46,6
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;45,3
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);6,4
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;6,4
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;6,3
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;6,3
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);2,6
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;2,5
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;2,5
44 Teruel;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;2,4
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);6,0
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;6,2
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;6,5
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;6,2
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);5,7
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;5,9
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;6,2
44 Teruel;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;5,9
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);5,1
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;5,2
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;5,6
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;5,2
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);4,8
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;4,9
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;5,3
44 Teruel;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;4,9
44 Teruel;F. Construcción;Empleo total (miles de personas);2021(P);4,8
44 Teruel;F. Construcción;Empleo total (miles de personas);2020;4,6
44 Teruel;F. Construcción;Empleo total (miles de personas);2019;4,8
44 Teruel;F. Construcción;Empleo total (miles de personas);2018;4,6
44 Teruel;F. Construcción;Empleo asalariado (miles de personas);2021(P);3,8
44 Teruel;F. Construcción;Empleo asalariado (miles de personas);2020;3,8
44 Teruel;F. Construcción;Empleo asalariado (miles de personas);2019;3,8
44 Teruel;F. Construcción;Empleo asalariado (miles de personas);2018;3,6
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);15,3
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;15,1
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;15,7
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;14,9
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);11,9
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;11,9
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;12,2
44 Teruel;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;11,4
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);4,7
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;4,8
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;5,0
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;4,8
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);3,8
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;3,8
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;4,1
44 Teruel;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;4,0
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);19,5
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;19,6
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;19,0
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;19,3
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);18,1
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;18,2
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;17,8
44 Teruel;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;18,0
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);56,7
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2020;56,7
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2019;57,3
44 Teruel;TOTAL PERSONAS;Empleo total (miles de personas);2018;56,1
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);45,9
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;46,1
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;46,6
44 Teruel;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;45,3
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);234,5
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2020;224,8
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2019;237,1
45 Toledo;TOTAL PERSONAS;Empleo total (miles de personas);2018;229,6
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);194,5
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;186,9
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;194,7
45 Toledo;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;187,8
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);15,5
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;14,4
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;15,4
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;17,4
45 Toledo;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);9,1
