Provincias;Ramas de actividad;Magnitud;periodo;Total
05 Ávila;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;20,1
05 Ávila;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;19,8
05 Ávila;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;19,0
05 Ávila;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);59,2
05 Ávila;TOTAL PERSONAS;Empleo total (miles de personas);2020;59,0
05 Ávila;TOTAL PERSONAS;Empleo total (miles de personas);2019;58,9
05 Ávila;TOTAL PERSONAS;Empleo total (miles de personas);2018;56,5
05 Ávila;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);46,2
05 Ávila;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;46,1
05 Ávila;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;47,2
05 Ávila;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;45,6
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);240,1
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2020;234,3
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2019;244,1
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2018;238,9
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);197,2
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;192,9
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;200,7
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;196,5
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);26,4
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;25,7
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;30,4
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;32,7
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);18,4
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;17,4
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;20,8
06 Badajoz;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;22,7
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);20,3
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;20,3
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;20,6
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;19,3
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);17,6
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;18,0
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;18,3
06 Badajoz;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;17,1
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);16,9
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;17,1
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;17,7
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;16,4
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);14,4
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;15,0
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;15,4
06 Badajoz;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;14,3
06 Badajoz;F. Construcción;Empleo total (miles de personas);2021(P);15,5
06 Badajoz;F. Construcción;Empleo total (miles de personas);2020;14,3
06 Badajoz;F. Construcción;Empleo total (miles de personas);2019;14,8
06 Badajoz;F. Construcción;Empleo total (miles de personas);2018;13,6
06 Badajoz;F. Construcción;Empleo asalariado (miles de personas);2021(P);13,1
06 Badajoz;F. Construcción;Empleo asalariado (miles de personas);2020;12,1
06 Badajoz;F. Construcción;Empleo asalariado (miles de personas);2019;12,8
06 Badajoz;F. Construcción;Empleo asalariado (miles de personas);2018;11,8
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);62,8
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;61,6
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;66,2
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;63,6
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);44,3
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;43,7
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;47,0
06 Badajoz;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;45,3
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);28,2
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;26,5
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;25,2
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;24,4
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);22,6
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;21,3
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;20,5
06 Badajoz;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;19,5
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);86,9
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;85,9
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;86,9
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;85,3
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);81,2
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;80,4
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;81,3
06 Badajoz;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;80,1
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);240,1
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2020;234,3
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2019;244,1
06 Badajoz;TOTAL PERSONAS;Empleo total (miles de personas);2018;238,9
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);197,2
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;192,9
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;200,7
06 Badajoz;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;196,5
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);493,1
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2020;486,8
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2019;536,4
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2018;513,6
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);415,4
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;410,3
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;457,5
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;435,5
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);4,3
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;4,5
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;6,0
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;6,0
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);2,6
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;3,0
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;3,9
07 Balears, Illes;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;4,0
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);25,8
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;25,9
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;27,1
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;26,4
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);22,1
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;22,5
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;23,9
07 Balears, Illes;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;23,2
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);19,2
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;19,4
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;20,7
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;20,5
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);15,6
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;16,1
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;17,6
07 Balears, Illes;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;17,4
07 Balears, Illes;F. Construcción;Empleo total (miles de personas);2021(P);49,9
07 Balears, Illes;F. Construcción;Empleo total (miles de personas);2020;50,1
07 Balears, Illes;F. Construcción;Empleo total (miles de personas);2019;51,8
07 Balears, Illes;F. Construcción;Empleo total (miles de personas);2018;46,7
07 Balears, Illes;F. Construcción;Empleo asalariado (miles de personas);2021(P);41,9
07 Balears, Illes;F. Construcción;Empleo asalariado (miles de personas);2020;42,0
07 Balears, Illes;F. Construcción;Empleo asalariado (miles de personas);2019;42,6
07 Balears, Illes;F. Construcción;Empleo asalariado (miles de personas);2018;39,3
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);184,7
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;186,7
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;226,4
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;212,7
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);151,8
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;154,1
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;191,3
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;177,2
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);70,8
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;69,3
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;74,7
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;74,2
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);55,9
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;54,8
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;60,1
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;57,8
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);157,6
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;150,3
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;150,4
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;147,6
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);141,1
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;133,9
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;135,7
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;134,0
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);493,1
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2020;486,8
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2019;536,4
07 Balears, Illes;TOTAL PERSONAS;Empleo total (miles de personas);2018;513,6
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);415,4
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;410,3
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;457,5
07 Balears, Illes;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;435,5
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);2.695,2
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2020;2.641,1
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2019;2.751,4
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2018;2.676,9
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);2.362,6
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;2.323,4
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;2.428,5
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;2.352,5
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);9,9
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;9,0
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;9,5
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;11,0
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);7,8
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;7,0
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;6,8
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;7,9
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);371,5
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;372,3
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;389,2
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;381,6
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);356,1
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;359,0
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;376,5
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;367,8
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);335,6
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;338,6
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;355,5
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;348,9
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);320,7
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;325,8
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;343,0
08 Barcelona;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;335,5
08 Barcelona;F. Construcción;Empleo total (miles de personas);2021(P);152,0
08 Barcelona;F. Construcción;Empleo total (miles de personas);2020;146,4
08 Barcelona;F. Construcción;Empleo total (miles de personas);2019;151,5
08 Barcelona;F. Construcción;Empleo total (miles de personas);2018;142,0
08 Barcelona;F. Construcción;Empleo asalariado (miles de personas);2021(P);124,4
08 Barcelona;F. Construcción;Empleo asalariado (miles de personas);2020;121,6
08 Barcelona;F. Construcción;Empleo asalariado (miles de personas);2019;129,1
08 Barcelona;F. Construcción;Empleo asalariado (miles de personas);2018;118,1
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);829,0
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;825,3
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;898,0
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;854,8
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);680,6
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;677,6
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;736,4
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;696,7
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);533,6
