,comunidad_autónoma,categoria,generacion (MW),porcentaje (%),mes,año
661,Galicia,Otras renovables,22988.851,2.075974870434486,5,2019
662,Galicia,Otras renovables,21695.717,3.86685935840356,6,2019
663,Galicia,Otras renovables,22801.907,3.0294906580298235,7,2019
664,Galicia,Otras renovables,22584.78,3.876076333360828,8,2019
665,Galicia,Otras renovables,22713.313,2.0694495851462666,9,2019
666,Galicia,Otras renovables,21127.785,1.8687277276879188,10,2019
667,Galicia,Otras renovables,20611.33,0.8888307062175181,11,2019
668,Galicia,Otras renovables,22259.48,0.8370633426964715,12,2019
669,Galicia,Residuos renovables,11399.5825,0.7271600099798967,1,2019
670,Galicia,Residuos renovables,13391.7795,0.9202165021013384,2,2019
671,Galicia,Residuos renovables,15765.1095,0.9978196336700443,3,2019
672,Galicia,Residuos renovables,15211.2845,1.0919112781030715,4,2019
673,Galicia,Residuos renovables,13126.5625,1.185375201448201,5,2019
674,Galicia,Residuos renovables,14620.936,2.6059107979800578,6,2019
675,Galicia,Residuos renovables,14435.3125,1.917894164049136,7,2019
676,Galicia,Residuos renovables,14912.6145,2.559353340257622,8,2019
677,Galicia,Residuos renovables,12254.887,1.116564140958405,9,2019
678,Galicia,Residuos renovables,10232.8415,0.9050827923554522,10,2019
679,Galicia,Residuos renovables,15617.5235,0.6734807720740819,11,2019
680,Galicia,Residuos renovables,14955.211,0.5623877516631584,12,2019
681,Illes Balears,Eólica,805.427,4.533923222717628,1,2019
682,Illes Balears,Eólica,499.329,2.9730969407013546,2,2019
683,Illes Balears,Eólica,702.388,3.017164864265747,3,2019
684,Illes Balears,Eólica,639.471,2.5738667343509603,4,2019
685,Illes Balears,Eólica,653.721,2.4462591492747543,5,2019
686,Illes Balears,Eólica,349.853,1.2895049169209902,6,2019
687,Illes Balears,Eólica,230.366,0.8450826420397305,7,2019
688,Illes Balears,Eólica,347.945,1.3786171290855467,8,2019
689,Illes Balears,Eólica,513.735,2.1171133525076256,9,2019
690,Illes Balears,Eólica,402.117,1.6352655545162125,10,2019
691,Illes Balears,Eólica,495.183,2.38528536689906,11,2019
692,Illes Balears,Eólica,445.285,2.9527804135934996,12,2019
693,Illes Balears,Solar fotovoltaica,7290.851,41.04178114500015,1,2019
694,Illes Balears,Solar fotovoltaica,9353.207,55.69071918003259,2,2019
695,Illes Balears,Solar fotovoltaica,11382.342,48.893777165122856,3,2019
696,Illes Balears,Solar fotovoltaica,10659.026,42.90251229841851,4,2019
697,Illes Balears,Solar fotovoltaica,12928.163,48.37788142352067,5,2019
698,Illes Balears,Solar fotovoltaica,13313.484,49.07147596090053,6,2019
699,Illes Balears,Solar fotovoltaica,12487.767,45.81055854395422,7,2019
700,Illes Balears,Solar fotovoltaica,12245.136,48.51730657886182,8,2019
701,Illes Balears,Solar fotovoltaica,10047.868,41.40748733692291,9,2019
702,Illes Balears,Solar fotovoltaica,9134.299,37.14591653511761,10,2019
703,Illes Balears,Solar fotovoltaica,6297.325,30.33407280360518,11,2019
704,Illes Balears,Solar fotovoltaica,5905.565,39.16106912023377,12,2019
705,Illes Balears,Otras renovables,107.643,0.6059457870955327,1,2019
706,Illes Balears,Otras renovables,82.346,0.49030326834410526,2,2019
707,Illes Balears,Otras renovables,111.343,0.4782829255083246,3,2019
708,Illes Balears,Otras renovables,89.932,0.36197573174334813,4,2019
709,Illes Balears,Otras renovables,54.2,0.2028193157183136,5,2019
710,Illes Balears,Otras renovables,125.517,0.46263656066168346,6,2019
711,Illes Balears,Otras renovables,98.985,0.3631200147691183,7,2019
712,Illes Balears,Otras renovables,83.48,0.33076192483312433,8,2019
713,Illes Balears,Otras renovables,12.656,0.05215565727337345,9,2019
714,Illes Balears,Otras renovables,99.426,0.40432986673860827,10,2019
715,Illes Balears,Otras renovables,92.592,0.446013580215633,11,2019
716,Illes Balears,Otras renovables,181.247,1.2018877609229617,12,2019
717,Illes Balears,Residuos renovables,9560.5395,53.81834984518669,1,2019
718,Illes Balears,Residuos renovables,6860.0295,40.84588061092194,2,2019
719,Illes Balears,Residuos renovables,11083.6625,47.61077504510307,3,2019
720,Illes Balears,Residuos renovables,13456.3305,54.161645235487185,4,2019
721,Illes Balears,Residuos renovables,13087.209,48.97304011148626,5,2019
722,Illes Balears,Residuos renovables,13341.946,49.1763825615168,6,2019
723,Illes Balears,Residuos renovables,14442.4645,52.98123879923693,7,2019
724,Illes Balears,Residuos renovables,12562.136,49.77331436721951,8,2019
725,Illes Balears,Residuos renovables,13691.565,56.4232436532961,9,2019
726,Illes Balears,Residuos renovables,14954.476,60.81448804362758,10,2019
727,Illes Balears,Residuos renovables,13874.806,66.83462824928014,11,2019
728,Illes Balears,Residuos renovables,8548.0965,56.684262705249765,12,2019
729,La Rioja,Hidráulica,8005.688,4.408718712640972,1,2019
730,La Rioja,Hidráulica,16722.568,18.32225996578427,2,2019
731,La Rioja,Hidráulica,15352.383,11.844453493522433,3,2019
732,La Rioja,Hidráulica,15571.498,15.013401377511451,4,2019
733,La Rioja,Hidráulica,16386.249,11.124110389334213,5,2019
734,La Rioja,Hidráulica,10306.085,11.656220339427783,6,2019
735,La Rioja,Hidráulica,13356.338,16.220339698947132,7,2019
736,La Rioja,Hidráulica,13845.794,21.527242683159002,8,2019
737,La Rioja,Hidráulica,8761.225,9.322668740918717,9,2019
738,La Rioja,Hidráulica,6984.066,10.243483272369488,10,2019
739,La Rioja,Hidráulica,10643.731,9.045994443507913,11,2019
740,La Rioja,Hidráulica,16996.922,16.026902992012197,12,2019
741,La Rioja,Eólica,167080.341,92.01085851473785,1,2019
742,La Rioja,Eólica,63736.114,69.83315301315338,2,2019
743,La Rioja,Eólica,98768.905,76.20078927672893,3,2019
744,La Rioja,Eólica,75032.368,72.34313982438594,4,2019
745,La Rioja,Eólica,115167.173,78.18338081397094,5,2019
746,La Rioja,Eólica,62134.196,70.27400600608208,6,2019
747,La Rioja,Eólica,52807.43,64.13093568224852,7,2019
748,La Rioja,Eólica,34514.628,53.66285047104954,8,2019
749,La Rioja,Eólica,71583.71,76.17099384800535,9,2019
750,La Rioja,Eólica,50447.606,73.99116906857505,10,2019
751,La Rioja,Eólica,100897.291,85.75154086015525,11,2019
752,La Rioja,Eólica,82976.293,78.24081316298215,12,2019
753,La Rioja,Solar fotovoltaica,5848.36,3.220681866475555,1,2019
754,La Rioja,Solar fotovoltaica,10222.013,11.19985755534834,2,2019
755,La Rioja,Solar fotovoltaica,14660.418,11.31059843912174,3,2019
756,La Rioja,Solar fotovoltaica,12413.572,11.96865831178462,4,2019
757,La Rioja,Solar fotovoltaica,15144.664,10.281237282881266,5,2019
758,La Rioja,Solar fotovoltaica,15976.569,18.0695587637858,6,2019
759,La Rioja,Solar fotovoltaica,15910.401,19.32207083756552,7,2019
760,La Rioja,Solar fotovoltaica,15599.067,24.25320649287842,8,2019
761,La Rioja,Solar fotovoltaica,13201.877,14.047890110042122,9,2019
762,La Rioja,Solar fotovoltaica,10043.998,14.731465238259862,10,2019
763,La Rioja,Solar fotovoltaica,5253.618,4.464994393066977,11,2019
764,La Rioja,Solar fotovoltaica,5280.323,4.978973515763079,12,2019
765,La Rioja,Otras renovables,653.245,0.35974090614562443,1,2019
766,La Rioja,Otras renovables,588.439,0.6447294657140057,2,2019
767,La Rioja,Otras renovables,834.937,0.6441587906269105,3,2019
768,La Rioja,Otras renovables,699.885,0.6748004863179896,4,2019
769,La Rioja,Otras renovables,605.819,0.41127151381356797,5,2019
770,La Rioja,Otras renovables,0.19,0.00021489070432577248,6,2019
771,La Rioja,Otras renovables,268.977,0.32665378123881733,7,2019
772,La Rioja,Otras renovables,358.056,0.5567003529130348,8,2019
773,La Rioja,Otras renovables,430.838,0.4584473010338096,9,2019
774,La Rioja,Otras renovables,704.907,1.0338824207955881,10,2019
775,La Rioja,Otras renovables,867.725,0.737470303269869,11,2019
776,La Rioja,Otras renovables,798.904,0.7533103292425837,12,2019
777,Melilla,Solar fotovoltaica,5.053,0.9113092157113821,1,2019
778,Melilla,Solar fotovoltaica,5.526,1.115860935376588,2,2019
779,Melilla,Solar fotovoltaica,6.561,1.2038642556353727,3,2019
780,Melilla,Solar fotovoltaica,7.925,1.6925243814277218,4,2019
781,Melilla,Solar fotovoltaica,8.683,1.624442024837144,5,2019
782,Melilla,Solar fotovoltaica,8.663,1.8740880235110107,6,2019
783,Melilla,Solar fotovoltaica,8.167,1.88056663381566,7,2019
784,Melilla,Solar fotovoltaica,8.012,1.9998053110156524,8,2019
785,Melilla,Solar fotovoltaica,6.704,1.7808663128310567,9,2019
786,Melilla,Solar fotovoltaica,6.582,2.0669870883965147,10,2019
787,Melilla,Solar fotovoltaica,4.882,1.042848201717004,11,2019
788,Melilla,Solar fotovoltaica,3.615,0.8612823219123088,12,2019
789,Melilla,Residuos renovables,549.424,99.08869078428862,1,2019
790,Melilla,Residuos renovables,489.697,98.88413906462341,2,2019
791,Melilla,Residuos renovables,538.434,98.79613574436462,3,2019
792,Melilla,Residuos renovables,460.3105,98.30747561857227,4,2019
793,Melilla,Residuos renovables,525.839,98.37555797516285,5,2019
794,Melilla,Residuos renovables,453.5885,98.125911976489,6,2019
795,Melilla,Residuos renovables,426.117,98.11943336618435,7,2019
796,Melilla,Residuos renovables,392.627,98.00019468898434,8,2019
797,Melilla,Residuos renovables,369.742,98.21913368716893,9,2019
798,Melilla,Residuos renovables,311.8525,97.93301291160348,10,2019
799,Melilla,Residuos renovables,463.259,98.957151798283,11,2019
800,Melilla,Residuos renovables,416.108,99.13871767808769,12,2019
801,País Vasco,Hidráulica,40370.228,38.06531045392598,1,2019
802,País Vasco,Hidráulica,57339.018,49.47221863236679,2,2019
803,País Vasco,Hidráulica,26311.523,27.032701408167082,3,2019
804,País Vasco,Hidráulica,25020.153,28.48002003924823,4,2019
805,País Vasco,Hidráulica,22958.569,36.303398090472456,5,2019
806,País Vasco,Hidráulica,16793.131,24.071467030370947,6,2019
807,País Vasco,Hidráulica,20218.794,26.020156837806933,7,2019
808,País Vasco,Hidráulica,20288.618,26.640285079133406,8,2019
809,País Vasco,Hidráulica,15939.702,20.828261630854627,9,2019
810,País Vasco,Hidráulica,16986.119,20.134174140006028,10,2019
811,País Vasco,Hidráulica,56089.018,43.70223366541106,11,2019
812,País Vasco,Hidráulica,69993.766,52.397259753542514,12,2019
813,País Vasco,Eólica,30718.166,28.964328003429497,1,2019
814,País Vasco,Eólica,27230.081,23.494167978409692,2,2019
815,País Vasco,Eólica,33080.164,33.98686560048987,3,2019
816,País Vasco,Eólica,26674.263,30.362865677607076,4,2019
817,País Vasco,Eólica,30499.286,48.22720968075899,5,2019
818,País Vasco,Eólica,20466.583,29.337035357423847,6,2019
819,País Vasco,Eólica,19376.402,24.93605795639423,7,2019
820,País Vasco,Eólica,17051.332,22.389516400720343,8,2019
821,País Vasco,Eólica,24578.96,32.11710040089273,9,2019
822,País Vasco,Eólica,30217.147,35.817322350806606,10,2019
823,País Vasco,Eólica,39391.644,30.692333222034442,11,2019
824,País Vasco,Eólica,29859.569,22.35284200912729,12,2019
825,País Vasco,Solar fotovoltaica,993.825,0.937083069282467,1,2019
826,País Vasco,Solar fotovoltaica,2244.204,1.9363036692332625,2,2019
827,País Vasco,Solar fotovoltaica,3155.05,3.241527469840402,3,2019
828,País Vasco,Solar fotovoltaica,2821.665,3.2118538901039244,4,2019
829,País Vasco,Solar fotovoltaica,3390.224,5.360815453605749,5,2019
830,País Vasco,Solar fotovoltaica,3751.839,5.37792915399516,6,2019
831,País Vasco,Solar fotovoltaica,3531.39,4.544648986258182,7,2019
832,País Vasco,Solar fotovoltaica,3485.365,4.5765126636439115,8,2019
833,País Vasco,Solar fotovoltaica,2935.885,3.8362938590760134,9,2019
834,País Vasco,Solar fotovoltaica,2097.968,2.486786596288426,10,2019
835,País Vasco,Solar fotovoltaica,1180.107,0.9194903691162369,11,2019
836,País Vasco,Solar fotovoltaica,1090.981,0.8167072313722847,12,2019
837,País Vasco,Otras renovables,4074.71,3.842066513959662,1,2019
838,País Vasco,Otras renovables,1488.559,1.284331662170728,2,2019
839,País Vasco,Otras renovables,4258.079,4.374789637961538,3,2019
840,País Vasco,Otras renovables,4904.86,5.583119779071978,4,2019
841,País Vasco,Otras renovables,5228.649,8.267837865781214,5,2019
842,País Vasco,Otras renovables,3355.166,4.809333515615496,6,2019
843,País Vasco,Otras renovables,4877.801,6.277384647353918,7,2019
844,País Vasco,Otras renovables,4896.224,6.429062993413099,8,2019
845,País Vasco,Otras renovables,4724.818,6.1738761152605806,9,2019
846,País Vasco,Otras renovables,5349.227,6.3406048157570325,10,2019
847,País Vasco,Otras renovables,5365.275,4.180399480860734,11,2019
848,País Vasco,Otras renovables,5140.901,3.8484730920786068,12,2019
849,País Vasco,Residuos renovables,29898.2365,28.19121195940239,1,2019
850,País Vasco,Residuos renovables,27599.5865,23.812978057819528,2,2019
851,País Vasco,Residuos renovables,30527.384,31.36411588354111,3,2019
852,País Vasco,Residuos renovables,28430.658,32.36214061396879,4,2019
853,País Vasco,Residuos renovables,1164.0985,1.8407389093815845,5,2019
854,País Vasco,Residuos renovables,25396.9185,36.40423494259456,6,2019
855,País Vasco,Residuos renovables,29699.964,38.22175157218674,7,2019
856,País Vasco,Residuos renovables,30436.122,39.96462286308925,8,2019
857,País Vasco,Residuos renovables,28349.835,37.044467993916044,9,2019
858,País Vasco,Residuos renovables,29714.1565,35.22111209714191,10,2019
859,País Vasco,Residuos renovables,26317.5515,20.505543262577525,11,2019
860,País Vasco,Residuos renovables,27497.658,20.584717913879306,12,2019
861,Principado de Asturias,Hidráulica,171819.515,52.10083441168245,1,2019
862,Principado de Asturias,Hidráulica,261289.653,75.72128247059634,2,2019
863,Principado de Asturias,Hidráulica,141990.993,49.351434270589834,3,2019
864,Principado de Asturias,Hidráulica,148493.429,54.364816412929095,4,2019
865,Principado de Asturias,Hidráulica,119019.553,55.661895023207876,5,2019
866,Principado de Asturias,Hidráulica,81570.817,60.2066005303132,6,2019
867,Principado de Asturias,Hidráulica,64653.584,48.899454921936446,7,2019
868,Principado de Asturias,Hidráulica,36158.663,34.07596297392867,8,2019
869,Principado de Asturias,Hidráulica,37947.521,22.387153132720993,9,2019
870,Principado de Asturias,Hidráulica,70126.813,34.933677145887806,10,2019
871,Principado de Asturias,Hidráulica,356504.89,61.65497929695699,11,2019
872,Principado de Asturias,Hidráulica,426727.744,72.76797090621794,12,2019
873,Principado de Asturias,Eólica,135979.771,41.23314823819342,1,2019
874,Principado de Asturias,Eólica,65149.886,18.88032252365213,2,2019
875,Principado de Asturias,Eólica,122244.591,42.48822950108982,3,2019
876,Principado de Asturias,Eólica,104876.368,38.39620736601612,4,2019
877,Principado de Asturias,Eólica,73694.773,34.46484728845465,5,2019
878,Principado de Asturias,Eólica,40426.257,29.8382141512053,6,2019
879,Principado de Asturias,Eólica,42352.3,32.03232143619956,7,2019
880,Principado de Asturias,Eólica,44489.981,41.92740603453148,8,2019
881,Principado de Asturias,Eólica,108340.237,63.9153602722635,9,2019
882,Principado de Asturias,Eólica,108200.772,53.90022267208716,10,2019
883,Principado de Asturias,Eólica,202227.654,34.973831132140106,11,2019
884,Principado de Asturias,Eólica,137968.759,23.527194521664367,12,2019
885,Principado de Asturias,Solar fotovoltaica,21.001,0.006368133581797987,1,2019
886,Principado de Asturias,Solar fotovoltaica,38.817,0.011249098415929765,2,2019
887,Principado de Asturias,Solar fotovoltaica,13.418,0.004663658807166553,3,2019
888,Principado de Asturias,Solar fotovoltaica,59.544,0.02179960857723509,4,2019
889,Principado de Asturias,Solar fotovoltaica,69.037,0.032286545780567694,5,2019
890,Principado de Asturias,Solar fotovoltaica,54.294,0.04007385593787574,6,2019
891,Principado de Asturias,Solar fotovoltaica,62.443,0.047227523592357656,7,2019
892,Principado de Asturias,Solar fotovoltaica,52.382,0.04936485324416811,8,2019
893,Principado de Asturias,Solar fotovoltaica,51.236,0.030226695912707782,9,2019
894,Principado de Asturias,Solar fotovoltaica,9.467,0.0047159867587326385,10,2019
895,Principado de Asturias,Solar fotovoltaica,18.643,0.003224173949011384,11,2019
896,Principado de Asturias,Solar fotovoltaica,17.887,0.0030501899956135036,12,2019
897,Principado de Asturias,Otras renovables,21962.368,6.659649216542331,1,2019
898,Principado de Asturias,Otras renovables,18589.298,5.387145907335609,2,2019
899,Principado de Asturias,Otras renovables,23465.013,8.155672569513166,3,2019
900,Principado de Asturias,Otras renovables,19713.178,7.217176612477531,4,2019
901,Principado de Asturias,Otras renovables,21042.546,9.84097114255691,5,2019
902,Principado de Asturias,Otras renovables,13433.473,9.915111462543623,6,2019
903,Principado de Asturias,Otras renovables,25149.065,19.02099611827164,7,2019
904,Principado de Asturias,Otras renovables,25410.907,23.947266138295678,8,2019
905,Principado de Asturias,Otras renovables,23166.797,13.667259899102799,9,2019
906,Principado de Asturias,Otras renovables,22405.666,11.161384195266303,10,2019
907,Principado de Asturias,Otras renovables,19474.439,3.367965396953887,11,2019
908,Principado de Asturias,Otras renovables,21708.096,3.701784382122073,12,2019
909,Región de Murcia,Hidráulica,4832.856,3.7240765284543604,1,2019
910,Región de Murcia,Hidráulica,6169.385,5.918480432450163,2,2019
911,Región de Murcia,Hidráulica,8314.541,6.7597240319382275,3,2019
912,Región de Murcia,Hidráulica,5478.406,4.160348134731706,4,2019
913,Región de Murcia,Hidráulica,9242.694,7.055451693971715,5,2019
914,Región de Murcia,Hidráulica,10018.641,7.4689003348042045,6,2019
915,Región de Murcia,Hidráulica,11466.179,5.718585765445318,7,2019
916,Región de Murcia,Hidráulica,11126.529,5.4604298625279695,8,2019
917,Región de Murcia,Hidráulica,4749.934,2.7503875581531205,9,2019
918,Región de Murcia,Hidráulica,3332.928,1.885634098586158,10,2019
919,Región de Murcia,Hidráulica,3980.782,1.8170329137911896,11,2019
920,Región de Murcia,Hidráulica,3543.821,2.299806570916894,12,2019
921,Región de Murcia,Eólica,68802.536,53.01749305498367,1,2019
922,Región de Murcia,Eólica,32644.503,31.316873923828815,2,2019
923,Región de Murcia,Eólica,39451.247,32.0738742446313,3,2019
924,Región de Murcia,Eólica,54929.791,41.714150708810635,4,2019
925,Región de Murcia,Eólica,28923.795,22.079107934206263,5,2019
926,Región de Murcia,Eólica,25612.208,19.09390993312116,6,2019
927,Región de Murcia,Eólica,28001.488,13.965324515524124,7,2019
928,Región de Murcia,Eólica,19049.268,9.348575089904358,8,2019
929,Región de Murcia,Eólica,30184.471,17.477925690721953,9,2019
930,Región de Murcia,Eólica,31957.067,18.07999909569077,10,2019
931,Región de Murcia,Eólica,102944.56,46.98917293530565,11,2019
932,Región de Murcia,Eólica,62078.936,40.28689511358766,12,2019
933,Región de Murcia,Solar fotovoltaica,50742.54,39.100917181922355,1,2019
934,Región de Murcia,Solar fotovoltaica,58696.982,56.30981684736476,2,2019
935,Región de Murcia,Solar fotovoltaica,67200.837,54.63429825353722,3,2019
936,Región de Murcia,Solar fotovoltaica,63908.605,48.53273846535934,4,2019
937,Región de Murcia,Solar fotovoltaica,83454.705,63.70552132983735,5,2019
938,Región de Murcia,Solar fotovoltaica,88044.719,65.63736850305767,6,2019
939,Región de Murcia,Solar fotovoltaica,152054.781,75.83505422290241,7,2019
940,Región de Murcia,Solar fotovoltaica,164647.901,80.80222641067567,8,2019
941,Región de Murcia,Solar fotovoltaica,131372.092,76.06930271564765,9,2019
942,Región de Murcia,Solar fotovoltaica,133912.582,75.76225194451094,10,2019
943,Región de Murcia,Solar fotovoltaica,106792.108,48.74539102345805,11,2019
944,Región de Murcia,Solar fotovoltaica,83995.317,54.50980226226084,12,2019
945,Región de Murcia,Solar térmica,1619.054,1.2476020389807079,1,2019
946,Región de Murcia,Solar térmica,2677.484,2.568592600753299,2,2019
947,Región de Murcia,Solar térmica,3764.866,3.0608370536902934,3,2019
948,Región de Murcia,Solar térmica,3310.348,2.513906440507117,4,2019
949,Región de Murcia,Solar térmica,5481.421,4.184267171435312,5,2019
950,Región de Murcia,Solar térmica,6825.33,5.08828587850879,6,2019
951,Región de Murcia,Solar térmica,5758.005,2.8717191167487415,7,2019
952,Región de Murcia,Solar térmica,5228.093,2.5657269343632176,8,2019
953,Región de Murcia,Solar térmica,2728.062,1.5796488504198833,9,2019
954,Región de Murcia,Solar térmica,2881.476,1.6302210548375626,10,2019
955,Región de Murcia,Solar térmica,1415.139,0.6459419633101109,11,2019
956,Región de Murcia,Solar térmica,819.324,0.5317104670100192,12,2019
957,Región de Murcia,Otras renovables,3776.287,2.9099111956589088,1,2019
958,Región de Murcia,Otras renovables,4050.987,3.8862361956029634,2,2019
959,Región de Murcia,Otras renovables,4269.699,3.471266416202965,3,2019
960,Región de Murcia,Otras renovables,4054.282,3.0788562505911994,4,2019
961,Región de Murcia,Otras renovables,3898.126,2.975651870549343,5,2019
962,Región de Murcia,Otras renovables,3637.202,2.7115353505081705,6,2019
963,Región de Murcia,Otras renovables,3226.796,1.609316379379381,7,2019
964,Región de Murcia,Otras renovables,3714.749,1.8230417025287862,8,2019
965,Región de Murcia,Otras renovables,3665.975,2.1227351850573895,9,2019
966,Región de Murcia,Otras renovables,4669.645,2.641893806374563,10,2019
967,Región de Murcia,Otras renovables,3948.858,1.8024611641349986,11,2019
968,Región de Murcia,Otras renovables,3654.735,2.371785586224574,12,2019
969,Andalucía,Hidráulica,43652.072,5.880108566572069,1,2020
970,Andalucía,Hidráulica,31195.375,3.191093175672468,2,2020
971,Andalucía,Hidráulica,28665.354,2.5448149156197464,3,2020
972,Andalucía,Hidráulica,36060.911,3.0538847906623796,4,2020
973,Andalucía,Hidráulica,53778.995,3.735528930913317,5,2020
974,Andalucía,Hidráulica,80407.323,5.712010988260379,6,2020
975,Andalucía,Hidráulica,97704.613,6.4009002529589045,7,2020
976,Andalucía,Hidráulica,84337.254,6.091878608505972,8,2020
977,Andalucía,Hidráulica,42483.781,3.1772395522883827,9,2020
978,Andalucía,Hidráulica,17755.557,1.4728748330298231,10,2020
979,Andalucía,Hidráulica,9664.39,0.9346622337405236,11,2020
980,Andalucía,Hidráulica,19656.556,1.8881947915773654,12,2020
981,Andalucía,Eólica,353679.441,47.642034285211494,1,2020
982,Andalucía,Eólica,472449.362,48.32863637411032,2,2020
983,Andalucía,Eólica,626781.016,55.64353673581351,3,2020
984,Andalucía,Eólica,660929.653,55.972047267315695,4,2020
985,Andalucía,Eólica,640374.893,44.48091563317648,5,2020
986,Andalucía,Eólica,490236.942,34.82566879580316,6,2020
987,Andalucía,Eólica,584489.962,38.291558921764945,7,2020
988,Andalucía,Eólica,463431.146,33.4747238134266,8,2020
989,Andalucía,Eólica,645826.847,48.299528759412865,9,2020
990,Andalucía,Eólica,550722.162,45.68399698199123,10,2020
991,Andalucía,Eólica,596831.057,57.72070962588822,11,2020
992,Andalucía,Eólica,640398.885,61.51626150526839,12,2020
993,Andalucía,Solar fotovoltaica,150462.326,20.267876678544823,1,2020
994,Andalucía,Solar fotovoltaica,227757.467,23.29817476636031,2,2020
995,Andalucía,Solar fotovoltaica,246833.378,21.913047437237545,3,2020
996,Andalucía,Solar fotovoltaica,256283.305,21.70382459944475,4,2020
997,Andalucía,Solar fotovoltaica,370455.063,25.732083789215764,5,2020
998,Andalucía,Solar fotovoltaica,409526.94,29.09215596281757,6,2020
999,Andalucía,Solar fotovoltaica,404527.634,26.50172755711614,7,2020
1000,Andalucía,Solar fotovoltaica,389370.383,28.12514036778429,8,2020
1001,Andalucía,Solar fotovoltaica,305996.53,22.884598665523644,9,2020
1002,Andalucía,Solar fotovoltaica,320269.742,26.567301874717565,10,2020
1003,Andalucía,Solar fotovoltaica,210784.183,20.38535441139599,11,2020
1004,Andalucía,Solar fotovoltaica,183507.791,17.62762791101695,12,2020
1005,Andalucía,Solar térmica,44447.639,5.9872746211864305,1,2020
1006,Andalucía,Solar térmica,109593.565,11.210741251519401,2,2020
1007,Andalucía,Solar térmica,99433.922,8.827413323560227,3,2020
1008,Andalucía,Solar térmica,91116.204,7.716343871026739,4,2020
1009,Andalucía,Solar térmica,240553.942,16.70905545531753,5,2020
1010,Andalucía,Solar térmica,305847.748,21.726947647674965,6,2020
1011,Andalucía,Solar térmica,326152.829,21.367176651621993,7,2020
1012,Andalucía,Solar térmica,310020.222,22.393491239423952,8,2020
1013,Andalucía,Solar térmica,190018.735,14.210953599393727,9,2020
1014,Andalucía,Solar térmica,161620.57,13.406893968628236,10,2020
1015,Andalucía,Solar térmica,59885.897,5.791683309507887,11,2020
1016,Andalucía,Solar térmica,39774.681,3.820727573072882,12,2020
1017,Andalucía,Otras renovables,150126.992,20.222705848485187,1,2020
1018,Andalucía,Otras renovables,136580.669,13.971354432337494,2,2020
1019,Andalucía,Otras renovables,124708.288,11.071187587768952,3,2020
1020,Andalucía,Otras renovables,136430.864,11.553899471550446,4,2020
1021,Andalucía,Otras renovables,134499.227,9.342416191376905,5,2020
1022,Andalucía,Otras renovables,121669.568,8.643216605443927,6,2020
1023,Andalucía,Otras renovables,113544.827,7.438636616538005,7,2020
1024,Andalucía,Otras renovables,137262.114,9.91476597085919,8,2020
1025,Andalucía,Otras renovables,152802.778,11.427679423381388,9,2020
1026,Andalucía,Otras renovables,155135.424,12.868932341633146,10,2020
1027,Andalucía,Otras renovables,156832.601,15.167590419467375,11,2020
1028,Andalucía,Otras renovables,157685.825,15.147188219064416,12,2020
1029,Aragón,Hidráulica,287280.183,39.647012718733706,1,2020
1030,Aragón,Hidráulica,269668.184,34.12765928797077,2,2020
1031,Aragón,Hidráulica,411437.656,34.425329716217746,3,2020
1032,Aragón,Hidráulica,420455.39,42.3757374842193,4,2020
1033,Aragón,Hidráulica,458389.649,40.07111645611421,5,2020
1034,Aragón,Hidráulica,326459.216,32.89340430454505,6,2020
1035,Aragón,Hidráulica,257572.389,21.80961364237859,7,2020
1036,Aragón,Hidráulica,209517.142,19.542118230502794,8,2020
1037,Aragón,Hidráulica,150212.625,15.860091377109917,9,2020
1038,Aragón,Hidráulica,240267.683,19.895601776751427,10,2020
1039,Aragón,Hidráulica,202285.404,27.067331579286506,11,2020
1040,Aragón,Hidráulica,233144.363,17.404335843115916,12,2020
1041,Aragón,Eólica,394171.704,54.3989160639491,1,2020
1042,Aragón,Eólica,425887.595,53.897892296902484,2,2020
1043,Aragón,Eólica,668910.602,55.96830452612656,3,2020
1044,Aragón,Eólica,438322.747,44.176505051425,4,2020
1045,Aragón,Eólica,497416.938,43.482770811523594,5,2020
1046,Aragón,Eólica,464523.454,46.80449205442475,6,2020
1047,Aragón,Eólica,702703.285,59.50050473414776,7,2020
1048,Aragón,Eólica,668388.852,62.342077813060435,8,2020
1049,Aragón,Eólica,638260.961,67.39032197794286,9,2020
1050,Aragón,Eólica,858017.434,71.04897742063005,10,2020
1051,Aragón,Eólica,495030.509,66.23886184574135,11,2020
1052,Aragón,Eólica,1062711.647,79.33192195077369,12,2020
1053,Aragón,Solar fotovoltaica,38977.426,5.379203285892858,1,2020
1054,Aragón,Solar fotovoltaica,90623.606,11.468804006242365,2,2020
1055,Aragón,Solar fotovoltaica,110752.033,9.266714402938431,3,2020
1056,Aragón,Solar fotovoltaica,130256.844,13.127979705211784,4,2020
1057,Aragón,Solar fotovoltaica,184508.348,16.129193833155796,5,2020
1058,Aragón,Solar fotovoltaica,197867.205,19.936719975077366,6,2020
1059,Aragón,Solar fotovoltaica,216928.639,18.368155930552867,7,2020
1060,Aragón,Solar fotovoltaica,190992.433,17.814278446091937,8,2020
1061,Aragón,Solar fotovoltaica,155115.966,16.377807090507037,9,2020
1062,Aragón,Solar fotovoltaica,105574.1,8.7421671750126,10,2020
1063,Aragón,Solar fotovoltaica,46269.485,6.191210377679169,11,2020
1064,Aragón,Solar fotovoltaica,41018.534,3.0620527656860776,12,2020
