,comunidad_autonoma,provincias,ramas de actividad,magnitud,periodo,total
1587,La Rioja,"Rioja, La","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,12.9
1588,La Rioja,"Rioja, La","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,12.9
1589,La Rioja,"Rioja, La","K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,12.5
1590,La Rioja,"Rioja, La","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,41.3
1591,La Rioja,"Rioja, La","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,40.2
1592,La Rioja,"Rioja, La","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,40.2
1593,La Rioja,"Rioja, La","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,37.7
1594,La Rioja,"Rioja, La","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,36.5
1595,La Rioja,"Rioja, La","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,36.3
1596,Castilla y León,Salamanca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,8.5
1597,Castilla y León,Salamanca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,8.4
1598,Castilla y León,Salamanca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,9.4
1599,Castilla y León,Salamanca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,3.5
1600,Castilla y León,Salamanca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,3.2
1601,Castilla y León,Salamanca,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,3.5
1602,Castilla y León,Salamanca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,10.9
1603,Castilla y León,Salamanca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,10.9
1604,Castilla y León,Salamanca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,10.2
1605,Castilla y León,Salamanca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,9.6
1606,Castilla y León,Salamanca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,9.8
1607,Castilla y León,Salamanca,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,9.3
1608,Castilla y León,Salamanca,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,8.3
1609,Castilla y León,Salamanca,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,8.5
1610,Castilla y León,Salamanca,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,7.8
1611,Castilla y León,Salamanca,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,7.1
1612,Castilla y León,Salamanca,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,7.5
1613,Castilla y León,Salamanca,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,6.9
1614,Castilla y León,Salamanca,F. Construcción,Empleo total (miles de personas),2021,8.7
1615,Castilla y León,Salamanca,F. Construcción,Empleo total (miles de personas),2020,7.5
1616,Castilla y León,Salamanca,F. Construcción,Empleo total (miles de personas),2019,8.0
1617,Castilla y León,Salamanca,F. Construcción,Empleo asalariado (miles de personas),2021,7.5
1618,Castilla y León,Salamanca,F. Construcción,Empleo asalariado (miles de personas),2020,6.6
1619,Castilla y León,Salamanca,F. Construcción,Empleo asalariado (miles de personas),2019,7.2
1620,Castilla y León,Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,39.0
1621,Castilla y León,Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,38.5
1622,Castilla y León,Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,42.6
1623,Castilla y León,Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,30.4
1624,Castilla y León,Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,30.1
1625,Castilla y León,Salamanca,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,32.9
1626,Castilla y León,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,14.7
1627,Castilla y León,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,14.5
1628,Castilla y León,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,14.8
1629,Castilla y León,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,11.8
1630,Castilla y León,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,11.7
1631,Castilla y León,Salamanca,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,12.1
1632,Castilla y León,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,47.6
1633,Castilla y León,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,47.3
1634,Castilla y León,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,48.0
1635,Castilla y León,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,43.7
1636,Castilla y León,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,43.6
1637,Castilla y León,Salamanca,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,44.6
1638,Canarias,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,13.6
1639,Canarias,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,12.9
1640,Canarias,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,13.3
1641,Canarias,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,9.9
1642,Canarias,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,9.7
1643,Canarias,Santa Cruz de Tenerife,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,9.6
1644,Canarias,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,17.2
1645,Canarias,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,16.8
1646,Canarias,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,17.8
1647,Canarias,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,15.4
1648,Canarias,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,15.3
1649,Canarias,Santa Cruz de Tenerife,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,16.1
1650,Canarias,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,11.0
1651,Canarias,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,10.9
1652,Canarias,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,11.5
1653,Canarias,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,9.4
1654,Canarias,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,9.5
1655,Canarias,Santa Cruz de Tenerife,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,10.0
1656,Canarias,Santa Cruz de Tenerife,F. Construcción,Empleo total (miles de personas),2021,24.5
1657,Canarias,Santa Cruz de Tenerife,F. Construcción,Empleo total (miles de personas),2020,24.7
1658,Canarias,Santa Cruz de Tenerife,F. Construcción,Empleo total (miles de personas),2019,29.0
1659,Canarias,Santa Cruz de Tenerife,F. Construcción,Empleo asalariado (miles de personas),2021,20.3
1660,Canarias,Santa Cruz de Tenerife,F. Construcción,Empleo asalariado (miles de personas),2020,19.9
1661,Canarias,Santa Cruz de Tenerife,F. Construcción,Empleo asalariado (miles de personas),2019,23.9
1662,Canarias,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,137.0
1663,Canarias,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,139.4
1664,Canarias,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,165.0
1665,Canarias,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,110.1
1666,Canarias,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,112.5
1667,Canarias,Santa Cruz de Tenerife,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,134.4
1668,Canarias,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,52.2
1669,Canarias,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,51.4
1670,Canarias,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,54.2
1671,Canarias,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,41.9
1672,Canarias,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,41.1
1673,Canarias,Santa Cruz de Tenerife,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,44.4
1674,Canarias,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,142.2
1675,Canarias,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,136.5
1676,Canarias,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,137.4
1677,Canarias,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,133.2
1678,Canarias,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,127.7
1679,Canarias,Santa Cruz de Tenerife,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,127.4
1680,Castilla y León,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,7.2
1681,Castilla y León,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,7.2
1682,Castilla y León,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,7.2
1683,Castilla y León,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,3.8
1684,Castilla y León,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,3.9
1685,Castilla y León,Segovia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,4.2
1686,Castilla y León,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,6.3
1687,Castilla y León,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,5.9
1688,Castilla y León,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,6.3
1689,Castilla y León,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,5.7
1690,Castilla y León,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,5.3
1691,Castilla y León,Segovia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,5.8
1692,Castilla y León,Segovia,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,5.5
1693,Castilla y León,Segovia,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,5.0
1694,Castilla y León,Segovia,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,5.5
1695,Castilla y León,Segovia,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,4.9
1696,Castilla y León,Segovia,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,4.5
1697,Castilla y León,Segovia,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,5.0
1698,Castilla y León,Segovia,F. Construcción,Empleo total (miles de personas),2021,5.1
1699,Castilla y León,Segovia,F. Construcción,Empleo total (miles de personas),2020,4.7
1700,Castilla y León,Segovia,F. Construcción,Empleo total (miles de personas),2019,5.3
1701,Castilla y León,Segovia,F. Construcción,Empleo asalariado (miles de personas),2021,4.0
1702,Castilla y León,Segovia,F. Construcción,Empleo asalariado (miles de personas),2020,3.9
1703,Castilla y León,Segovia,F. Construcción,Empleo asalariado (miles de personas),2019,4.8
1704,Castilla y León,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,18.4
1705,Castilla y León,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,17.6
1706,Castilla y León,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,19.4
1707,Castilla y León,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,13.9
1708,Castilla y León,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,13.2
1709,Castilla y León,Segovia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,13.8
1710,Castilla y León,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,6.6
1711,Castilla y León,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,6.3
1712,Castilla y León,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,6.7
1713,Castilla y León,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,5.1
1714,Castilla y León,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,5.0
1715,Castilla y León,Segovia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,5.3
1716,Castilla y León,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,20.9
1717,Castilla y León,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,20.8
1718,Castilla y León,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,20.4
1719,Castilla y León,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,19.3
1720,Castilla y León,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,19.1
1721,Castilla y León,Segovia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,18.8
1722,Andalucía,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,33.6
1723,Andalucía,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,32.5
1724,Andalucía,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,34.6
1725,Andalucía,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,27.2
1726,Andalucía,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,25.7
1727,Andalucía,Sevilla,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,27.1
1728,Andalucía,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,70.6
1729,Andalucía,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,69.3
1730,Andalucía,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,72.6
1731,Andalucía,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,66.0
1732,Andalucía,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,65.3
1733,Andalucía,Sevilla,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,68.8
1734,Andalucía,Sevilla,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,57.6
1735,Andalucía,Sevilla,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,57.2
1736,Andalucía,Sevilla,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,60.1
1737,Andalucía,Sevilla,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,53.2
1738,Andalucía,Sevilla,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,53.5
1739,Andalucía,Sevilla,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,56.5
1740,Andalucía,Sevilla,F. Construcción,Empleo total (miles de personas),2021,45.8
1741,Andalucía,Sevilla,F. Construcción,Empleo total (miles de personas),2020,40.9
1742,Andalucía,Sevilla,F. Construcción,Empleo total (miles de personas),2019,40.7
1743,Andalucía,Sevilla,F. Construcción,Empleo asalariado (miles de personas),2021,40.0
1744,Andalucía,Sevilla,F. Construcción,Empleo asalariado (miles de personas),2020,35.7
1745,Andalucía,Sevilla,F. Construcción,Empleo asalariado (miles de personas),2019,35.4
1746,Andalucía,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,199.3
1747,Andalucía,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,195.7
1748,Andalucía,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,219.1
